63782706405.5034,436,-0.863469263385339
63782706405.5678,421,-0.903847046568685
63782706406.0845,431,-0.876942727972268
63782706406.1918,449.5,-0.822154047498286
63782706407.3532,443,-0.846757394912874
63782706407.5165,443,-0.839803348674459
63782706410.571,403,-0.97487035704779
63782706412.9445,402,-0.966271542520142
63782706421.0584,664,0.373456144926248
63782706421.1004,601,0.40638559917286
63782706421.132,537,0.443107394811744
63782706421.1732,474,0.518621860153159
63782706421.2057,415,0.567645329499338
63782706421.2471,356,0.663429646529563
63782706421.2802,305,0.752639151460602
63782706421.3206,256,0.91125824535579
63782706421.3542,216,1.13531622534514
63782706421.395,189,1.39534301312273
63782706421.4273,183.5,1.70426117745644
63782706421.4602,199,1.97994309138595
63782706421.5014,233.333333333333,2.20487668835781
63782706421.534,275.5,2.38462000640341
63782706421.5741,328,2.52662401678418
63782706421.8775,294,2.52118264604493
63782706421.9102,275,2.39331682525918
63782706421.9921,217,2.16986269609943
63782706422.0248,178,2.05440933652231
63782706422.1067,170,1.52170041946707
63782706422.1484,168,1.28780243777646
63782706422.1804,192.666666666667,1.04169226459119
63782706422.2214,228,0.888629815597239
63782706422.2621,256,0.755519626495632
63782706422.2957,293.666666666667,0.663029107101616
63782706422.3358,334,0.592815397593894
63782706422.377,371,0.519678602473702
63782706422.4093,413,0.488189385744606
63782706422.451,458,0.453095314163977
63782706422.492,495,0.416927456031829
63782706422.5248,540,0.377035433431314
63782706422.5652,586,0.335813960814632
63782706422.5989,630,0.336606517555039
63782706422.6388,674,0.29239378240198
63782706424.2281,403,-0.971248457965282
