63784425677.606,1076,-0.028907015736156
63784425677.772,878,-0.0252936387691369
63784425678.141,504.5,0.00395000052880532
63784425678.182,458.5,0.0171592795355979
63784425678.23,411.5,0.026857446961231
63784425678.279,365.5,0.0438121957251114
63784425678.405,229,0.0783267634525388
63784425678.498,139.333333333333,0.0741594489787821
63784425678.547,98,0.0169078771286954
63784425678.688,99,0.392017312459664
63784425678.862,189.666666666667,0.731862233900239
63784425679.005,259,0.784516124444414
63784425679.053,283,0.835938630018357
63784425679.147,328.333333333333,0.829758211041616
63784425679.321,419.5,0.867755887475931
63784425679.416,463.5,0.857589003698444
63784425679.465,484,0.868829674027451
63784425679.558,529,0.859574656607207
63784425680.09,610,0.728419299242985
63784425680.137,606,0.71965856452106
63784425680.186,603,0.677218429389558
63784425680.312,598,0.619489619072127
63784425680.36,598,0.575472892575298
63784425680.406,596,0.572430497345991
63784425680.454,597,0.531848183390928
63784425680.547,597,0.482590355868823
63784425680.674,603,0.430264566770946
63784425680.722,602,0.385923999885563
63784425680.768,607,0.379379015190583
63784425680.816,607,0.340543734910612
63784425680.944,622,0.286879973681079
63784425681.037,630,0.235755802867046
63784425681.083,633,0.192122571567188
63784425681.448,686,0.0423208255146672
63784425681.576,711,-0.0349406735018392
63784425681.934,789,-0.158451693273099
63784425681.981,798,-0.162678662555273
63784425682.294,879,-0.259072310842909
63784425682.879,1034,-0.362633058256166
63784425682.925,1031,-0.37047340450536
