distance,angle
4830,350.984375
0,359.7705078125
0,353.056640625
5597,354.0927734375
0,362.87890625
5588,356.1650390625
5547,357.201171875
0,358.2373046875
0,359.2734375
0,360.3095703125
0,361.345703125
0,370.1318359375
0,371.16796875
0,372.2041015625
0,365.490234375
4872,366.5263671875
4935,367.5625
0,368.9736328125
0,377.384765625
0,371.2958984375
1527,372.33203125
0,380.4931640625
0,373.779296875
0,374.8154296875
4888,375.8515625
4921,376.8876953125
4947,377.923828125
0,379.0849609375
0,380.12109375
0,381.1572265625
0,382.193359375
0,383.2294921875
0,24.265625
2973,25.3056640625
2955,26.345703125
2981,27.3857421875
3004,28.42578125
3044,29.4658203125
3091,30.505859375
3117,31.5458984375
0,32.8359375
1971,33.8759765625
1921,35.041015625
1872,36.0810546875
1830,37.12109375
1790,38.1611328125
1751,39.201171875
1715,40.3662109375
1682,41.40625
1650,42.3212890625
1617,43.486328125
1586,44.5263671875
1557,45.56640625
1531,46.6064453125
1506,47.771484375
1483,48.8115234375
1458,49.8515625
1438,50.7666015625
1420,51.931640625
1397,52.8466796875
1379,54.01171875
0,62.0517578125
0,63.091796875
0,64.1318359375
0,65.171875
0,66.23388671875
0,67.2958984375
0,68.35791015625
0,69.419921875
0,70.48193359375
0,64.9189453125
1056,65.98095703125
0,73.66796875
1052,68.10498046875
1041,69.1669921875
1035,70.22900390625
1024,71.291015625
1016,72.35302734375
1011,73.4150390625
1007,74.47705078125
1001,75.6640625
995,76.60107421875
992,77.6630859375
988,78.85009765625
986,79.787109375
984,80.84912109375
983,81.9111328125
982,82.97314453125
979,84.03515625
977,85.09716796875
975,86.1591796875
975,87.22119140625
974,88.408203125
975,89.47021484375
977,90.4072265625
977,91.46923828125
976,92.53125
978,93.71142578125
980,94.6416015625
983,95.82177734375
985,96.751953125
987,97.80712890625
991,98.8623046875
995,99.91748046875
997,100.97265625
1001,102.02783203125
1004,103.0830078125
1007,104.13818359375
1013,105.193359375
1018,106.12353515625
1029,107.3037109375
1041,108.23388671875
1046,109.4140625
1048,110.46923828125
1054,111.3994140625
1062,112.45458984375
1077,113.509765625
1082,114.68994140625
1080,115.6201171875
0,123.42529296875
0,124.48046875
0,118.91064453125
1036,119.8408203125
1007,121.02099609375
0,122.201171875
950,123.25634765625
926,124.3115234375
903,125.36669921875
881,126.546875
0,133.9814453125
0,135.041015625
0,136.1005859375
0,137.16015625
0,138.2197265625
0,139.279296875
0,140.3388671875
0,141.3984375
0,142.4580078125
0,143.517578125
0,144.5771484375
0,145.63671875
0,146.6962890625
0,147.755859375
0,148.8154296875
0,149.875
0,150.9345703125
0,151.994140625
0,153.0537109375
0,154.11328125
0,155.1728515625
0,156.232421875
0,157.2919921875
0,158.3515625
0,159.4111328125
0,160.470703125
0,161.5302734375
0,162.58984375
0,163.6494140625
0,164.708984375
0,160.3935546875
555,161.328125
551,162.38916015625
547,163.5751953125
546,164.63623046875
544,165.697265625
540,166.75830078125
536,167.6943359375
534,168.88037109375
533,170.06640625
531,171.00244140625
529,172.0634765625
528,173.12451171875
527,174.435546875
526,175.37158203125
527,176.4326171875
527,177.61865234375
527,178.4296875
528,179.61572265625
529,180.6767578125
527,181.73779296875
528,182.673828125
529,183.73486328125
528,184.7958984375
530,185.85693359375
532,186.91796875
534,187.97900390625
536,189.1650390625
538,190.22607421875
540,191.162109375
0,197.59814453125
0,198.6591796875
0,199.72021484375
0,193.15625
0,201.849609375
0,202.91796875
0,203.986328125
0,205.0546875
0,206.123046875
0,207.19140625
0,208.259765625
0,209.328125
0,210.396484375
0,211.46484375
0,212.533203125
0,213.6015625
0,214.669921875
0,215.73828125
0,216.806640625
0,217.875
0,218.943359375
0,220.01171875
0,221.080078125
0,222.1484375
0,223.216796875
0,224.28515625
0,225.353515625
0,226.421875
0,227.490234375
0,228.55859375
0,229.626953125
0,230.6953125
0,231.763671875
0,232.83203125
0,233.900390625
0,234.96875
0,236.0478515625
0,237.126953125
0,238.2060546875
0,239.28515625
157,240.3642578125
157,241.443359375
0,242.5224609375
0,243.6015625
0,244.6806640625
0,245.759765625
0,246.8388671875
0,247.91796875
0,248.9970703125
0,250.076171875
0,251.1552734375
0,252.234375
0,253.3134765625
0,254.392578125
0,255.4716796875
0,256.55078125
0,257.6298828125
0,258.708984375
0,259.7880859375
0,260.8671875
0,261.9462890625
0,263.025390625
0,264.1044921875
0,265.18359375
0,266.2626953125
0,267.341796875
0,268.4208984375
0,269.5
0,270.583984375
0,271.66796875
0,272.751953125
0,273.8359375
0,274.919921875
0,276.00390625
0,277.087890625
0,278.171875
0,279.255859375
0,280.33984375
0,281.423828125
0,282.5078125
0,283.591796875
0,284.67578125
0,285.759765625
0,286.84375
0,287.927734375
0,289.01171875
0,290.095703125
0,291.1796875
0,292.263671875
0,293.34765625
0,294.431640625
0,295.515625
0,296.599609375
0,297.68359375
0,298.767578125
0,299.8515625
0,300.935546875
0,302.01953125
0,303.103515625
0,304.1875
0,305.28173828125
0,306.3759765625
0,307.47021484375
0,308.564453125
0,309.65869140625
0,310.7529296875
0,311.84716796875
0,312.94140625
0,314.03564453125
0,315.1298828125
0,316.22412109375
0,317.318359375
0,318.41259765625
0,319.5068359375
0,320.60107421875
0,321.6953125
0,322.78955078125
0,323.8837890625
0,324.97802734375
0,326.072265625
0,327.16650390625
0,328.2607421875
0,329.35498046875
0,330.44921875
0,331.54345703125
0,332.6376953125
0,333.73193359375
0,334.826171875
0,335.92041015625
0,337.0146484375
0,338.10888671875
0,339.203125
0,340.30029296875
0,341.3974609375
0,342.49462890625
0,343.591796875
0,344.68896484375
0,345.7861328125
0,346.88330078125
0,347.98046875
0,349.07763671875
0,350.1748046875
0,345.52197265625
0,352.369140625
0,353.46630859375
0,354.5634765625
0,355.66064453125
0,349.0078125
0,350.10498046875
4829,351.2021484375
0,352.29931640625
0,353.396484375
0,362.24365234375
5580,355.5908203125
5581,356.68798828125
0,357.78515625
0,358.88232421875
0,359.9794921875
0,361.07666015625
0,369.923828125
0,371.02099609375
0,372.1181640625
0,365.46533203125
4868,6.5625
4931,7.6630859375
0,16.513671875
0,17.6142578125
0,11.58984375
1530,12.6904296875
0,20.916015625
0,22.0166015625
0,15.3671875
4900,16.4677734375
4941,17.568359375
0,18.7939453125
0,19.89453125
0,20.9951171875
0,22.095703125
0,23.1962890625
0,24.296875
2972,25.3974609375
2956,26.498046875
2986,27.5986328125
3022,28.69921875
3062,29.7998046875
3099,30.900390625
3144,32.0009765625
0,33.3515625
1943,34.4521484375
1891,35.677734375
1844,36.7783203125
1800,37.87890625
1759,38.9794921875
1716,40.205078125
1680,41.1806640625
1650,42.40625
1617,43.5146484375
1586,44.623046875
1557,45.7314453125
1529,46.83984375
1503,47.9482421875
1475,49.181640625
1450,50.2900390625
1431,51.3984375
1414,52.5068359375
1394,53.615234375
0,61.7236328125
0,62.83203125
0,63.9404296875
0,65.048828125
0,66.1572265625
0,67.265625
0,68.3740234375
0,69.482421875
0,63.8408203125
1076,64.94921875
1063,66.0576171875
1047,67.166015625
1040,68.3994140625
1031,69.3828125
1025,70.6162109375
1023,71.724609375
1018,72.8330078125
1010,73.94140625
1003,75.0498046875
999,76.158203125
994,77.2666015625
990,78.375
985,79.4970703125
983,80.619140625
982,81.7412109375
980,82.86328125
978,84.1103515625
976,85.232421875
974,86.2294921875
976,87.4765625
979,88.4736328125
978,89.595703125
975,90.8427734375
976,91.83984375
977,92.9619140625
977,94.083984375
980,95.2060546875
984,96.328125
984,97.4501953125
987,98.697265625
992,99.6943359375
996,100.81640625
1001,101.9384765625
1004,103.060546875
1007,104.1826171875
1014,105.3046875
1021,106.3017578125
1030,107.548828125
1040,108.6708984375
1041,109.79296875
1045,110.7900390625
1065,111.912109375
1073,113.0341796875
1079,114.15625
